	,name,taxRank,taxID,environment,sampleID,mappingTool
19	19,            Prochlorococcus phage P-HM1,species,445700,marine,mga00z05,kraken
20	20,            Prochlorococcus phage P-HM2,species,445696,marine,mga00z05,kraken
21	21,            Prochlorococcus phage P-TIM68,species,1542477,marine,mga00z05,kraken
22	22,            Prochlorococcus phage MED4-213,species,889956,marine,mga00z05,kraken
23	23,            Synechococcus phage S-SSM7,species,445686,marine,mga00z05,kraken
24	24,              Prochlorococcus phage P-SSM2,species,268746,marine,mga00z05,kraken
25	25,              Prochlorococcus phage P-GSP1,species,382262,marine,mga00z05,kraken
0	0,              Prochloraceae,family,1213,marine,mga0w514,kraken
1	1,              Synechococcaceae,family,1890426,marine,mga0w514,kraken
2	2,              Bacillaceae,family,186817,marine,mga0w514,kraken
3	3,              Clostridiaceae,family,31979,marine,mga0w514,kraken
4	4,              Streptomycetaceae,family,2062,marine,mga0w514,kraken
5	5,            Pelagibacteraceae,family,1655514,marine,mga0w514,kraken
6	6,            Rhizobiaceae,family,82115,marine,mga0w514,kraken
7	7,            Bradyrhizobiaceae,family,41294,marine,mga0w514,kraken
8	8,            Bartonellaceae,family,772,marine,mga0w514,kraken
9	9,            Rhodobacteraceae,family,31989,marine,mga0w514,kraken
10	10,            Sphingomonadaceae,family,41297,marine,mga0w514,kraken
11	11,            Rhodospirillaceae,family,41295,marine,mga0w514,kraken
12	12,            Alteromonadaceae,family,72275,marine,mga0w514,kraken
13	13,            Pseudomonadaceae,family,135621,marine,mga0w514,kraken
14	14,            Moraxellaceae,family,468,marine,mga0w514,kraken
15	15,            Enterobacteriaceae,family,543,marine,mga0w514,kraken
16	16,            Vibrionaceae,family,641,marine,mga0w514,kraken
17	17,            Halomonadaceae,family,28256,marine,mga0w514,kraken
18	18,            Xanthomonadaceae,family,32033,marine,mga0w514,kraken
19	19,            Burkholderiaceae,family,119060,marine,mga0w514,kraken
20	20,              Campylobacteraceae,family,72294,marine,mga0w514,kraken
21	21,                Flavobacteriaceae,family,49546,marine,mga0w514,kraken
22	22,                                                        Hominidae,family,9604,marine,mga0w514,kraken
23	23,            Nitrosopumilaceae,family,338190,marine,mga0w514,kraken
24	24,        Myoviridae,family,10662,marine,mga0w514,kraken
0	0,          Bacilli,class,91061,marine,mga00p32,kraken
1	1,          Clostridia,class,186801,marine,mga00p32,kraken
2	2,          Actinobacteria,class,1760,marine,mga00p32,kraken
3	3,          Mollicutes,class,31969,marine,mga00p32,kraken
4	4,        Alphaproteobacteria,class,28211,marine,mga00p32,kraken
5	5,        Gammaproteobacteria,class,1236,marine,mga00p32,kraken
6	6,        Betaproteobacteria,class,28216,marine,mga00p32,kraken
7	7,          Epsilonproteobacteria,class,29547,marine,mga00p32,kraken
8	8,          Deltaproteobacteria,class,28221,marine,mga00p32,kraken
9	9,            Flavobacteriia,class,117743,marine,mga00p32,kraken
10	10,                                    Mammalia,class,40674,marine,mga00p32,kraken
0	0,                  Prochlorococcus marinus,species,1219,marine,mga0nd80,kraken
1	1,                  Prochlorococcus sp. MIT 0604,species,1501268,marine,mga0nd80,kraken
2	2,                  Synechococcus sp. CC9605,species,110662,marine,mga0nd80,kraken
3	3,                Candidatus Pelagibacter sp. RS39,species,1977864,marine,mga0nd80,kraken
4	4,                Candidatus Pelagibacter sp. RS40,species,1977865,marine,mga0nd80,kraken
5	5,                Candidatus Pelagibacter sp. HIMB1321,species,1388755,marine,mga0nd80,kraken
6	6,                Candidatus Pelagibacter ubique,species,198252,marine,mga0nd80,kraken
7	7,                Candidatus Pelagibacter sp. IMCC9063,species,1002672,marine,mga0nd80,kraken
8	8,                alpha proteobacterium HIMB5,species,859653,marine,mga0nd80,kraken
9	9,                alpha proteobacterium HIMB59,species,744985,marine,mga0nd80,kraken
10	10,                  Vibrio rotiferianus,species,190895,marine,mga0nd80,kraken
11	11,                  Vibrio harveyi,species,669,marine,mga0nd80,kraken
12	12,                  Vibrio owensii,species,696485,marine,mga0nd80,kraken
13	13,                  Vibrio campbellii,species,680,marine,mga0nd80,kraken
14	14,                Vibrio splendidus,species,29497,marine,mga0nd80,kraken
15	15,                Vibrio crassostreae,species,246167,marine,mga0nd80,kraken
16	16,                Vibrio tasmaniensis,species,212663,marine,mga0nd80,kraken
17	17,                Alteromonas macleodii,species,28108,marine,mga0nd80,kraken
18	18,                                                              Homo sapiens,species,9606,marine,mga0nd80,kraken
0	0,                                                              Homo sapiens,species,9606,marine,mga06y14,kraken
1	1,                Alteromonas naphthalenivorans,species,715451,marine,mga06y14,kraken
2	2,                Candidatus Pelagibacter ubique,species,198252,marine,mga06y14,kraken
3	3,                  Desulfosporosinus acidiphilus,species,885581,marine,mga06y14,kraken
0	0,          Cyanobacteria,phylum,1117,marine,mga0nv38,kraken
1	1,        Firmicutes,phylum,1239,marine,mga0nv38,kraken
2	2,        Actinobacteria,phylum,201174,marine,mga0nv38,kraken
3	3,        Tenericutes,phylum,544448,marine,mga0nv38,kraken
4	4,      Proteobacteria,phylum,1224,marine,mga0nv38,kraken
5	5,          Bacteroidetes,phylum,976,marine,mga0nv38,kraken
6	6,                Chordata,phylum,7711,marine,mga0nv38,kraken
7	7,        Thaumarchaeota,phylum,651137,marine,mga0nv38,kraken
0	0,            Pelagibacteraceae,family,1655514,marine,mga0hf70,kraken
1	1,            Bartonellaceae,family,772,marine,mga0hf70,kraken
2	2,            Rhizobiaceae,family,82115,marine,mga0hf70,kraken
3	3,            Rhodobacteraceae,family,31989,marine,mga0hf70,kraken
4	4,            Anaplasmataceae,family,942,marine,mga0hf70,kraken
5	5,            Enterobacteriaceae,family,543,marine,mga0hf70,kraken
6	6,            Erwiniaceae,family,1903409,marine,mga0hf70,kraken
7	7,            Moraxellaceae,family,468,marine,mga0hf70,kraken
8	8,            Pseudomonadaceae,family,135621,marine,mga0hf70,kraken
9	9,            Francisellaceae,family,34064,marine,mga0hf70,kraken
10	10,            Vibrionaceae,family,641,marine,mga0hf70,kraken
11	11,            Xanthomonadaceae,family,32033,marine,mga0hf70,kraken
12	12,            Burkholderiaceae,family,119060,marine,mga0hf70,kraken
13	13,              Campylobacteraceae,family,72294,marine,mga0hf70,kraken
14	14,              Prochloraceae,family,1213,marine,mga0hf70,kraken
15	15,              Bacillaceae,family,186817,marine,mga0hf70,kraken
16	16,              Staphylococcaceae,family,90964,marine,mga0hf70,kraken
17	17,              Clostridiaceae,family,31979,marine,mga0hf70,kraken
18	18,              Streptomycetaceae,family,2062,marine,mga0hf70,kraken
19	19,                Flavobacteriaceae,family,49546,marine,mga0hf70,kraken
20	20,                                                        Hominidae,family,9604,marine,mga0hf70,kraken
0	0,              Prochloraceae,family,1213,marine,mga04781,kraken
1	1,              Synechococcaceae,family,1890426,marine,mga04781,kraken
2	2,                Cyanothecaceae,family,1892249,marine,mga04781,kraken
3	3,              Bacillaceae,family,186817,marine,mga04781,kraken
4	4,              Staphylococcaceae,family,90964,marine,mga04781,kraken
5	5,              Clostridiaceae,family,31979,marine,mga04781,kraken
6	6,              Streptomycetaceae,family,2062,marine,mga04781,kraken
7	7,            Pelagibacteraceae,family,1655514,marine,mga04781,kraken
8	8,            Bartonellaceae,family,772,marine,mga04781,kraken
9	9,            Rhizobiaceae,family,82115,marine,mga04781,kraken
10	10,            Rhodobacteraceae,family,31989,marine,mga04781,kraken
11	11,            Vibrionaceae,family,641,marine,mga04781,kraken
12	12,            Enterobacteriaceae,family,543,marine,mga04781,kraken
13	13,            Erwiniaceae,family,1903409,marine,mga04781,kraken
14	14,            Pseudomonadaceae,family,135621,marine,mga04781,kraken
15	15,            Moraxellaceae,family,468,marine,mga04781,kraken
16	16,            Alteromonadaceae,family,72275,marine,mga04781,kraken
17	17,            Alcanivoracaceae,family,224372,marine,mga04781,kraken
18	18,            Francisellaceae,family,34064,marine,mga04781,kraken
19	19,            Burkholderiaceae,family,119060,marine,mga04781,kraken
20	20,              Campylobacteraceae,family,72294,marine,mga04781,kraken
21	21,                Flavobacteriaceae,family,49546,marine,mga04781,kraken
22	22,                                                        Hominidae,family,9604,marine,mga04781,kraken
23	23,        Myoviridae,family,10662,marine,mga04781,kraken
0	0,                Prochlorococcus,genus,1218,marine,mga0sr51,kraken
1	1,                Synechococcus,genus,1129,marine,mga0sr51,kraken
2	2,                  Trichodesmium,genus,1205,marine,mga0sr51,kraken
3	3,                Clostridium,genus,1485,marine,mga0sr51,kraken
4	4,              Candidatus Pelagibacter,genus,198251,marine,mga0sr51,kraken
5	5,              Vibrio,genus,662,marine,mga0sr51,kraken
6	6,              Pseudomonas,genus,286,marine,mga0sr51,kraken
7	7,                                                            Homo,genus,9605,marine,mga0sr51,kraken
0	0,    Bacteria,superphylum,2,marine,mga08w22,kraken
1	1,    Eukaryota,superphylum,2759,marine,mga08w22,kraken
2	2,  Viruses,superphylum,10239,marine,mga08w22,kraken
0	0,          Cyanobacteria,phylum,1117,marine,mga03004,kraken
1	1,        Firmicutes,phylum,1239,marine,mga03004,kraken
2	2,        Actinobacteria,phylum,201174,marine,mga03004,kraken
3	3,        Tenericutes,phylum,544448,marine,mga03004,kraken
4	4,      Proteobacteria,phylum,1224,marine,mga03004,kraken
5	5,          Bacteroidetes,phylum,976,marine,mga03004,kraken
6	6,                Chordata,phylum,7711,marine,mga03004,kraken
7	7,      Euryarchaeota,phylum,28890,marine,mga03004,kraken
0	0,          Bacilli,class,91061,marine,mga04781,kraken
1	1,          Clostridia,class,186801,marine,mga04781,kraken
2	2,          Actinobacteria,class,1760,marine,mga04781,kraken
3	3,          Mollicutes,class,31969,marine,mga04781,kraken
4	4,        Alphaproteobacteria,class,28211,marine,mga04781,kraken
5	5,        Gammaproteobacteria,class,1236,marine,mga04781,kraken
6	6,        Betaproteobacteria,class,28216,marine,mga04781,kraken
7	7,          Epsilonproteobacteria,class,29547,marine,mga04781,kraken
8	8,          Deltaproteobacteria,class,28221,marine,mga04781,kraken
9	9,            Flavobacteriia,class,117743,marine,mga04781,kraken
10	10,            Cytophagia,class,768503,marine,mga04781,kraken
11	11,        Fusobacteriia,class,203490,marine,mga04781,kraken
12	12,                                    Mammalia,class,40674,marine,mga04781,kraken
0	0,          Bacilli,class,91061,marine,mga03004,kraken
1	1,          Clostridia,class,186801,marine,mga03004,kraken
2	2,          Actinobacteria,class,1760,marine,mga03004,kraken
3	3,          Mollicutes,class,31969,marine,mga03004,kraken
4	4,        Alphaproteobacteria,class,28211,marine,mga03004,kraken
5	5,        Gammaproteobacteria,class,1236,marine,mga03004,kraken
6	6,        Betaproteobacteria,class,28216,marine,mga03004,kraken
7	7,          Epsilonproteobacteria,class,29547,marine,mga03004,kraken
8	8,          Deltaproteobacteria,class,28221,marine,mga03004,kraken
9	9,            Flavobacteriia,class,117743,marine,mga03004,kraken
10	10,            Cytophagia,class,768503,marine,mga03004,kraken
11	11,                                    Mammalia,class,40674,marine,mga03004,kraken
0	0,                Prochlorococcus,genus,1218,marine,mga0hn52,kraken
1	1,                Synechococcus,genus,1129,marine,mga0hn52,kraken
2	2,                Bacillus,genus,1386,marine,mga0hn52,kraken
3	3,                Clostridium,genus,1485,marine,mga0hn52,kraken
4	4,              Candidatus Pelagibacter,genus,198251,marine,mga0hn52,kraken
5	5,              Vibrio,genus,662,marine,mga0hn52,kraken
6	6,              Alteromonas,genus,226,marine,mga0hn52,kraken
7	7,              Alcanivorax,genus,59753,marine,mga0hn52,kraken
8	8,                                                            Homo,genus,9605,marine,mga0hn52,kraken
0	0,                Prochlorococcus,genus,1218,marine,mga0w223,kraken
1	1,                Synechococcus,genus,1129,marine,mga0w223,kraken
2	2,                Clostridium,genus,1485,marine,mga0w223,kraken
3	3,              Candidatus Pelagibacter,genus,198251,marine,mga0w223,kraken
4	4,              Vibrio,genus,662,marine,mga0w223,kraken
5	5,                                                            Homo,genus,9605,marine,mga0w223,kraken
0	0,          Bacilli,class,91061,marine,mga05685,kraken
1	1,          Clostridia,class,186801,marine,mga05685,kraken
2	2,          Actinobacteria,class,1760,marine,mga05685,kraken
3	3,          Mollicutes,class,31969,marine,mga05685,kraken
4	4,        Alphaproteobacteria,class,28211,marine,mga05685,kraken
5	5,        Gammaproteobacteria,class,1236,marine,mga05685,kraken
6	6,        Betaproteobacteria,class,28216,marine,mga05685,kraken
7	7,          Epsilonproteobacteria,class,29547,marine,mga05685,kraken
8	8,          Deltaproteobacteria,class,28221,marine,mga05685,kraken
9	9,            Flavobacteriia,class,117743,marine,mga05685,kraken
10	10,            Cytophagia,class,768503,marine,mga05685,kraken
11	11,        Fusobacteriia,class,203490,marine,mga05685,kraken
12	12,                                    Mammalia,class,40674,marine,mga05685,kraken
0	0,    Bacteria,superphylum,2,marine,mga04z09,kraken
1	1,    Eukaryota,superphylum,2759,marine,mga04z09,kraken
2	2,  Viruses,superphylum,10239,marine,mga04z09,kraken
0	0,                                    Mammalia,class,40674,marine,mga06y14,kraken
1	1,        Gammaproteobacteria,class,1236,marine,mga06y14,kraken
2	2,        Alphaproteobacteria,class,28211,marine,mga06y14,kraken
3	3,        Betaproteobacteria,class,28216,marine,mga06y14,kraken
4	4,          Deltaproteobacteria,class,28221,marine,mga06y14,kraken
5	5,            Flavobacteriia,class,117743,marine,mga06y14,kraken
6	6,          Clostridia,class,186801,marine,mga06y14,kraken
7	7,          Bacilli,class,91061,marine,mga06y14,kraken
8	8,          Actinobacteria,class,1760,marine,mga06y14,kraken
0	0,            Synechococcales,order,1890424,marine,mga0py30,kraken
1	1,            Bacillales,order,1385,marine,mga0py30,kraken
2	2,            Lactobacillales,order,186826,marine,mga0py30,kraken
3	3,            Clostridiales,order,186802,marine,mga0py30,kraken
4	4,            Streptomycetales,order,85011,marine,mga0py30,kraken
5	5,          Pelagibacterales,order,54526,marine,mga0py30,kraken
6	6,          Rhizobiales,order,356,marine,mga0py30,kraken
7	7,          Rhodobacterales,order,204455,marine,mga0py30,kraken
8	8,          Rickettsiales,order,766,marine,mga0py30,kraken
9	9,          Rhodospirillales,order,204441,marine,mga0py30,kraken
10	10,          Vibrionales,order,135623,marine,mga0py30,kraken
11	11,          Enterobacterales,order,91347,marine,mga0py30,kraken
12	12,          Pseudomonadales,order,72274,marine,mga0py30,kraken
13	13,          Alteromonadales,order,135622,marine,mga0py30,kraken
14	14,          Thiotrichales,order,72273,marine,mga0py30,kraken
15	15,          Oceanospirillales,order,135619,marine,mga0py30,kraken
16	16,          Burkholderiales,order,80840,marine,mga0py30,kraken
17	17,            Campylobacterales,order,213849,marine,mga0py30,kraken
18	18,              Flavobacteriales,order,200644,marine,mga0py30,kraken
19	19,                                              Primates,order,9443,marine,mga0py30,kraken
20	20,      Caudovirales,order,28883,marine,mga0py30,kraken
0	0,          Cyanobacteria,phylum,1117,marine,mga04z09,kraken
1	1,        Firmicutes,phylum,1239,marine,mga04z09,kraken
2	2,        Actinobacteria,phylum,201174,marine,mga04z09,kraken
3	3,      Proteobacteria,phylum,1224,marine,mga04z09,kraken
4	4,          Bacteroidetes,phylum,976,marine,mga04z09,kraken
5	5,                Chordata,phylum,7711,marine,mga04z09,kraken
0	0,        Metazoa,kingdom,33208,marine,mga06s29,kraken
0	0,              Prochloraceae,family,1213,marine,mga0xa97,kraken
1	1,              Synechococcaceae,family,1890426,marine,mga0xa97,kraken
2	2,              Bacillaceae,family,186817,marine,mga0xa97,kraken
3	3,              Staphylococcaceae,family,90964,marine,mga0xa97,kraken
4	4,              Lactobacillaceae,family,33958,marine,mga0xa97,kraken
5	5,              Clostridiaceae,family,31979,marine,mga0xa97,kraken
6	6,              Streptomycetaceae,family,2062,marine,mga0xa97,kraken
7	7,              Mycoplasmataceae,family,2092,marine,mga0xa97,kraken
8	8,            Pelagibacteraceae,family,1655514,marine,mga0xa97,kraken
9	9,            Bartonellaceae,family,772,marine,mga0xa97,kraken
10	10,            Rhizobiaceae,family,82115,marine,mga0xa97,kraken
11	11,            Bradyrhizobiaceae,family,41294,marine,mga0xa97,kraken
12	12,            Rhodobacteraceae,family,31989,marine,mga0xa97,kraken
13	13,            Sphingomonadaceae,family,41297,marine,mga0xa97,kraken
14	14,            Erythrobacteraceae,family,335929,marine,mga0xa97,kraken
15	15,            Anaplasmataceae,family,942,marine,mga0xa97,kraken
16	16,            Rickettsiaceae,family,775,marine,mga0xa97,kraken
17	17,            Rhodospirillaceae,family,41295,marine,mga0xa97,kraken
18	18,            Vibrionaceae,family,641,marine,mga0xa97,kraken
19	19,            Pseudoalteromonadaceae,family,267888,marine,mga0xa97,kraken
20	20,            Alteromonadaceae,family,72275,marine,mga0xa97,kraken
21	21,            Enterobacteriaceae,family,543,marine,mga0xa97,kraken
22	22,            Erwiniaceae,family,1903409,marine,mga0xa97,kraken
23	23,            Pseudomonadaceae,family,135621,marine,mga0xa97,kraken
24	24,            Moraxellaceae,family,468,marine,mga0xa97,kraken
25	25,            Halomonadaceae,family,28256,marine,mga0xa97,kraken
26	26,            Francisellaceae,family,34064,marine,mga0xa97,kraken
27	27,            Legionellaceae,family,444,marine,mga0xa97,kraken
28	28,              Campylobacteraceae,family,72294,marine,mga0xa97,kraken
29	29,            Burkholderiaceae,family,119060,marine,mga0xa97,kraken
30	30,                Flavobacteriaceae,family,49546,marine,mga0xa97,kraken
31	31,            Fusobacteriaceae,family,203492,marine,mga0xa97,kraken
32	32,                                                        Hominidae,family,9604,marine,mga0xa97,kraken
33	33,        Myoviridae,family,10662,marine,mga0xa97,kraken
0	0,                                              Primates,order,9443,marine,mga06y14,kraken
1	1,          Alteromonadales,order,135622,marine,mga06y14,kraken
2	2,          Enterobacterales,order,91347,marine,mga06y14,kraken
3	3,          Oceanospirillales,order,135619,marine,mga06y14,kraken
4	4,          Pseudomonadales,order,72274,marine,mga06y14,kraken
5	5,          Vibrionales,order,135623,marine,mga06y14,kraken
6	6,          Pelagibacterales,order,54526,marine,mga06y14,kraken
7	7,          Rhodobacterales,order,204455,marine,mga06y14,kraken
8	8,          Burkholderiales,order,80840,marine,mga06y14,kraken
9	9,              Flavobacteriales,order,200644,marine,mga06y14,kraken
10	10,            Clostridiales,order,186802,marine,mga06y14,kraken
11	11,            Bacillales,order,1385,marine,mga06y14,kraken
12	12,            Streptomycetales,order,85011,marine,mga06y14,kraken
0	0,        Metazoa,kingdom,33208,marine,mga0ef67,kraken
0	0,        Metazoa,kingdom,33208,marine,mga04z09,kraken
0	0,    Bacteria,superphylum,2,marine,mga01293,kraken
1	1,    Eukaryota,superphylum,2759,marine,mga01293,kraken
2	2,    Archaea,superphylum,2157,marine,mga01293,kraken
3	3,  Viruses,superphylum,10239,marine,mga01293,kraken
0	0,                  Prochlorococcus marinus,species,1219,marine,mga0az15,kraken
1	1,                  Prochlorococcus sp. MIT 0604,species,1501268,marine,mga0az15,kraken
2	2,                Candidatus Pelagibacter sp. RS39,species,1977864,marine,mga0az15,kraken
3	3,                Candidatus Pelagibacter sp. RS40,species,1977865,marine,mga0az15,kraken
4	4,                Candidatus Pelagibacter sp. HIMB1321,species,1388755,marine,mga0az15,kraken
5	5,                Candidatus Pelagibacter ubique,species,198252,marine,mga0az15,kraken
6	6,                alpha proteobacterium HIMB5,species,859653,marine,mga0az15,kraken
7	7,                                                              Homo sapiens,species,9606,marine,mga0az15,kraken
0	0,        Metazoa,kingdom,33208,marine,mga0w223,kraken
0	0,        Metazoa,kingdom,33208,marine,mga01293,kraken
0	0,                  Prochlorococcus marinus,species,1219,marine,mga06s29,kraken
1	1,                  Prochlorococcus sp. MIT 0604,species,1501268,marine,mga06s29,kraken
2	2,                  Prochlorococcus sp. RS50,species,1924285,marine,mga06s29,kraken
3	3,                  Synechococcus sp. WH 8109,species,166314,marine,mga06s29,kraken
4	4,                  Synechococcus sp. CC9605,species,110662,marine,mga06s29,kraken
5	5,                  Synechococcus sp. KORDI-100,species,1280380,marine,mga06s29,kraken
6	6,                  Synechococcus sp. KORDI-52,species,585425,marine,mga06s29,kraken
7	7,                Candidatus Pelagibacter sp. RS39,species,1977864,marine,mga06s29,kraken
8	8,                Candidatus Pelagibacter sp. RS40,species,1977865,marine,mga06s29,kraken
9	9,                Candidatus Pelagibacter sp. HIMB1321,species,1388755,marine,mga06s29,kraken
10	10,                Candidatus Pelagibacter ubique,species,198252,marine,mga06s29,kraken
11	11,                Candidatus Pelagibacter sp. IMCC9063,species,1002672,marine,mga06s29,kraken
12	12,                alpha proteobacterium HIMB5,species,859653,marine,mga06s29,kraken
13	13,                alpha proteobacterium HIMB59,species,744985,marine,mga06s29,kraken
14	14,              Candidatus Fonsibacter ubiquis,species,1925548,marine,mga06s29,kraken
15	15,                Vibrio coralliilyticus,species,190893,marine,mga06s29,kraken
16	16,                  Vibrio campbellii,species,680,marine,mga06s29,kraken
17	17,                Pseudoalteromonas spongiae,species,298657,marine,mga06s29,kraken
18	18,                Alteromonas macleodii,species,28108,marine,mga06s29,kraken
19	19,                Buchnera aphidicola,species,9,marine,mga06s29,kraken
20	20,              Candidatus Thioglobus singularis,species,1427364,marine,mga06s29,kraken
21	21,                                                              Homo sapiens,species,9606,marine,mga06s29,kraken
22	22,            Prochlorococcus phage P-TIM68,species,1542477,marine,mga06s29,kraken
23	23,            Synechococcus phage S-SSM7,species,445686,marine,mga06s29,kraken
24	24,            Prochlorococcus phage P-HM1,species,445700,marine,mga06s29,kraken
25	25,            Prochlorococcus phage P-HM2,species,445696,marine,mga06s29,kraken
26	26,            Prochlorococcus phage MED4-213,species,889956,marine,mga06s29,kraken
27	27,              Prochlorococcus phage P-SSM2,species,268746,marine,mga06s29,kraken
0	0,        Metazoa,kingdom,33208,marine,mga0km57,kraken
0	0,            Synechococcales,order,1890424,marine,mga00p32,kraken
1	1,            Bacillales,order,1385,marine,mga00p32,kraken
2	2,            Lactobacillales,order,186826,marine,mga00p32,kraken
3	3,            Clostridiales,order,186802,marine,mga00p32,kraken
4	4,            Streptomycetales,order,85011,marine,mga00p32,kraken
5	5,          Pelagibacterales,order,54526,marine,mga00p32,kraken
6	6,          Rhizobiales,order,356,marine,mga00p32,kraken
7	7,          Rhodobacterales,order,204455,marine,mga00p32,kraken
8	8,          Sphingomonadales,order,204457,marine,mga00p32,kraken
9	9,          Rickettsiales,order,766,marine,mga00p32,kraken
10	10,          Rhodospirillales,order,204441,marine,mga00p32,kraken
11	11,          Vibrionales,order,135623,marine,mga00p32,kraken
12	12,          Alteromonadales,order,135622,marine,mga00p32,kraken
13	13,          Enterobacterales,order,91347,marine,mga00p32,kraken
14	14,          Pseudomonadales,order,72274,marine,mga00p32,kraken
15	15,          Oceanospirillales,order,135619,marine,mga00p32,kraken
16	16,          Thiotrichales,order,72273,marine,mga00p32,kraken
17	17,          Burkholderiales,order,80840,marine,mga00p32,kraken
18	18,            Campylobacterales,order,213849,marine,mga00p32,kraken
19	19,              Flavobacteriales,order,200644,marine,mga00p32,kraken
20	20,                                              Primates,order,9443,marine,mga00p32,kraken
21	21,      Caudovirales,order,28883,marine,mga00p32,kraken
0	0,                Prochlorococcus,genus,1218,marine,mga08w22,kraken
1	1,                Synechococcus,genus,1129,marine,mga08w22,kraken
2	2,                  Trichodesmium,genus,1205,marine,mga08w22,kraken
3	3,              Candidatus Pelagibacter,genus,198251,marine,mga08w22,kraken
4	4,                                                            Homo,genus,9605,marine,mga08w22,kraken
0	0,    Bacteria,superphylum,2,marine,mga0hf70,kraken
1	1,    Eukaryota,superphylum,2759,marine,mga0hf70,kraken
2	2,    Archaea,superphylum,2157,marine,mga0hf70,kraken
0	0,          Bacilli,class,91061,marine,mga0b497,kraken
1	1,          Clostridia,class,186801,marine,mga0b497,kraken
2	2,          Actinobacteria,class,1760,marine,mga0b497,kraken
3	3,        Alphaproteobacteria,class,28211,marine,mga0b497,kraken
4	4,        Gammaproteobacteria,class,1236,marine,mga0b497,kraken
5	5,        Betaproteobacteria,class,28216,marine,mga0b497,kraken
6	6,          Epsilonproteobacteria,class,29547,marine,mga0b497,kraken
7	7,            Flavobacteriia,class,117743,marine,mga0b497,kraken
8	8,                                    Mammalia,class,40674,marine,mga0b497,kraken
0	0,                Prochlorococcus,genus,1218,marine,mga0km57,kraken
1	1,                Synechococcus,genus,1129,marine,mga0km57,kraken
2	2,                Bacillus,genus,1386,marine,mga0km57,kraken
3	3,                Staphylococcus,genus,1279,marine,mga0km57,kraken
4	4,                Lactobacillus,genus,1578,marine,mga0km57,kraken
5	5,                Clostridium,genus,1485,marine,mga0km57,kraken
6	6,                Streptomyces,genus,1883,marine,mga0km57,kraken
7	7,                Mycoplasma,genus,2093,marine,mga0km57,kraken
8	8,              Candidatus Pelagibacter,genus,198251,marine,mga0km57,kraken
9	9,            Candidatus Fonsibacter,genus,2045213,marine,mga0km57,kraken
10	10,              Bartonella,genus,773,marine,mga0km57,kraken
11	11,              Buchnera,genus,32199,marine,mga0km57,kraken
12	12,              Yersinia,genus,629,marine,mga0km57,kraken
13	13,              Pseudomonas,genus,286,marine,mga0km57,kraken
14	14,              Acinetobacter,genus,469,marine,mga0km57,kraken
15	15,              Vibrio,genus,662,marine,mga0km57,kraken
16	16,              Shewanella,genus,22,marine,mga0km57,kraken
17	17,              Pseudoalteromonas,genus,53246,marine,mga0km57,kraken
18	18,              Halomonas,genus,2745,marine,mga0km57,kraken
19	19,              Francisella,genus,262,marine,mga0km57,kraken
20	20,              Legionella,genus,445,marine,mga0km57,kraken
21	21,              Burkholderia,genus,32008,marine,mga0km57,kraken
22	22,                  Arcobacter,genus,28196,marine,mga0km57,kraken
23	23,                Campylobacter,genus,194,marine,mga0km57,kraken
24	24,                  Flavobacterium,genus,237,marine,mga0km57,kraken
25	25,                  Polaribacter,genus,52959,marine,mga0km57,kraken
26	26,                  Chryseobacterium,genus,59732,marine,mga0km57,kraken
27	27,                                                            Homo,genus,9605,marine,mga0km57,kraken
0	0,        Metazoa,kingdom,33208,marine,mga0hf70,kraken
0	0,                  Prochlorococcus marinus,species,1219,marine,mga0w514,kraken
1	1,                  Prochlorococcus sp. MIT 0604,species,1501268,marine,mga0w514,kraken
2	2,                  Synechococcus sp. WH 8109,species,166314,marine,mga0w514,kraken
3	3,                  Synechococcus sp. CC9605,species,110662,marine,mga0w514,kraken
4	4,                  Synechococcus sp. KORDI-52,species,585425,marine,mga0w514,kraken
5	5,                Candidatus Pelagibacter sp. RS39,species,1977864,marine,mga0w514,kraken
6	6,                Candidatus Pelagibacter sp. RS40,species,1977865,marine,mga0w514,kraken
7	7,                Candidatus Pelagibacter sp. HIMB1321,species,1388755,marine,mga0w514,kraken
8	8,                Candidatus Pelagibacter ubique,species,198252,marine,mga0w514,kraken
9	9,                alpha proteobacterium HIMB5,species,859653,marine,mga0w514,kraken
10	10,                alpha proteobacterium HIMB59,species,744985,marine,mga0w514,kraken
11	11,                Alteromonas macleodii,species,28108,marine,mga0w514,kraken
12	12,                                                              Homo sapiens,species,9606,marine,mga0w514,kraken
13	13,            Prochlorococcus phage P-HM1,species,445700,marine,mga0w514,kraken
14	14,            Prochlorococcus phage MED4-213,species,889956,marine,mga0w514,kraken
0	0,            Synechococcales,order,1890424,marine,mga0sr51,kraken
1	1,              Oscillatoriales,order,1150,marine,mga0sr51,kraken
2	2,            Bacillales,order,1385,marine,mga0sr51,kraken
3	3,            Lactobacillales,order,186826,marine,mga0sr51,kraken
4	4,            Clostridiales,order,186802,marine,mga0sr51,kraken
5	5,          Pelagibacterales,order,54526,marine,mga0sr51,kraken
6	6,          Rhizobiales,order,356,marine,mga0sr51,kraken
7	7,          Rhodobacterales,order,204455,marine,mga0sr51,kraken
8	8,          Vibrionales,order,135623,marine,mga0sr51,kraken
9	9,          Enterobacterales,order,91347,marine,mga0sr51,kraken
10	10,          Pseudomonadales,order,72274,marine,mga0sr51,kraken
11	11,          Oceanospirillales,order,135619,marine,mga0sr51,kraken
