name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Streptococcus acidominimus	1326	species	2330811	122	94	0.0
Streptococcus anginosus	1328	species	2557124	307	165	0.0
Streptococcus dysgalactiae	1334	species	2149105	195	125	0.0
Streptococcus equinus	1335	species	2311542	106	19	0.0
Streptococcus equi	1336	species	2140495	517	338	0.0
Streptococcus intermedius	1338	species	2452858	240	153	0.0
Streptococcus iniae	1346	species	8406582	175	143	0.0
Streptococcus parauberis	1348	species	2148082	175	125	0.0
Streptococcus uberis	1349	species	1858097	181	136	0.0
Enterococcus	1350	genus	0	29	0	0.0
Enterococcus faecalis	1351	species	5884349	465	363	0.0
Enterococcus faecium	1352	species	24066149	524	445	0.0
Enterococcus hirae	1354	species	4331073	304	216	0.0
Lactococcus	1357	genus	0	12	0	0.0
Lactococcus lactis	1358	species	5228513	2024	1698	0.0
Lactococcus garvieae	1363	species	1971402	462	377	0.0
Lactococcus piscium	1364	species	2503066	298	231	0.0
Lactococcus raffinolactis	1366	species	2292235	168	122	0.0
Planococcus	1372	genus	0	17	7	0.0
Planococcus kocurii	1374	species	3485580	189	109	0.0
Aerococcus	1375	genus	0	5	0	0.0
Aerococcus urinae	1376	species	2027618	185	134	0.0
Aerococcus viridans	1377	species	2199877	114	54	0.0
Atopobium	1380	genus	0	2	0	0.0
Atopobium parvulum	1382	species	1543805	82	69	0.0
Bacillales	1385	order	0	299	0	0.0
Bacillus	1386	genus	0	377	214	0.0
Bacillus amyloliquefaciens	1390	species	7264085	539	266	0.0
Bacillus anthracis	1392	species	19552719	1395	946	0.0
Brevibacillus brevis	1393	species	6469936	553	386	0.0
Bacillus cereus	1396	species	13824162	5850	3012	0.0
Bacillus coagulans	1398	species	6128401	288	235	5.10027e-05
Bacillus licheniformis	1402	species	30493173	253	49	0.0
Bacillus megaterium	1404	species	5380541	2212	1606	0.0
Bacillus mycoides	1405	species	17514250	1831	1317	0.0
Paenibacillus polymyxa	1406	species	10814072	2506	1705	0.0
Bacillus pumilus	1408	species	24519476	1028	711	0.0
Bacillus sp. (in: Bacteria)	1409	species	4233615	38	0	0.0
Bacillus cellulosilyticus	1413	species	4681672	418	340	0.0
Lysinibacillus sphaericus	1421	species	22490079	929	636	0.0
Geobacillus stearothermophilus	1422	species	3571659	265	23	0.0
Bacillus subtilis	1423	species	11131147	1288	647	0.0
Parageobacillus thermoglucosidasius	1426	species	7938085	215	151	0.0
Bacillus thuringiensis	1428	species	11418364	6459	4488	0.0
Amphibacillus xylanus	1449	species	2569486	288	202	0.0
Bacillus atrophaeus	1452	species	8424866	277	167	0.0
Geobacillus kaustophilus	1462	species	3592666	188	19	0.0
Paenibacillus larvae	1464	species	13176472	391	341	0.0
Brevibacillus laterosporus	1465	species	5253881	694	468	0.0
Bacillus methanolicus	1471	species	3425208	232	178	0.0
Virgibacillus pantothenticus	1473	species	4263520	437	325	0.0
Sporosarcina psychrophila	1476	species	4674191	674	521	0.0
Bacillus simplex	1478	species	5583751	628	455	0.0
Bacillus smithii	1479	species	3381292	180	148	0.0
Virgibacillus halodenitrificans	1482	species	3917759	324	168	0.0
Clostridium	1485	genus	0	113	2	0.0
Clostridium acetobutylicum	1488	species	4136895	478	355	0.0
Clostridium botulinum	1491	species	8983007	20983	19613	0.000208771
Clostridium butyricum	1492	species	18483337	1102	886	0.0
Clostridium cellulovorans	1493	species	5262222	571	448	0.0
Clostridium cochlearium	1494	species	2435419	480	304	0.0
Clostridioides difficile	1496	species	27012813	1266	1051	0.0
Clostridium formicaceticum	1497	species	9173483	407	327	0.0
Clostridium pasteurianum	1501	species	7484269	1122	918	0.0
Clostridium perfringens	1502	species	9101773	1152	987	0.0
Paeniclostridium sordellii	1505	species	3584812	596	462	0.0
Clostridium sporogenes	1509	species	8284974	604	184	0.0
[Clostridium] stercorarium	1510	species	4042789	128	103	0.0
Acetoanaerobium sticklandii	1511	species	2715461	289	233	0.0
Clostridium tetani	1513	species	2869591	607	410	0.0
Ruminiclostridium thermocellum	1515	species	3634338	165	140	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2858584	488	406	0.0
Clostridium tyrobutyricum	1519	species	3134437	324	272	0.0
Clostridium beijerinckii	1520	species	7698876	1832	1525	0.0
[Clostridium] cellulolyticum	1521	species	4068724	235	190	0.0
Moorella thermoacetica	1525	species	6658074	97	77	0.0
Clostridium kluyveri	1534	species	4164012	697	594	0.0
Clostridium ljungdahlii	1538	species	4630065	448	46	0.0
Clostridium novyi	1542	species	2547720	439	302	0.0
Clostridium scatologenes	1548	species	5749410	806	594	0.0
Gottschalkia acidurici	1556	species	3108248	411	323	0.0
Clostridium baratii	1561	species	3275173	1008	830	0.0
Desulfotomaculum	1562	genus	0	10	0	0.0
Desulfosporosinus orientis	1563	species	5863081	279	234	0.0
Desulfotomaculum ruminis	1564	species	3969014	121	102	0.0
Desulfotomaculum nigrificans	1565	species	2892255	150	136	0.0
Sporosarcina	1569	genus	0	9	0	0.0
Halobacillus halophilus	1570	species	4171766	209	174	0.0
Sporosarcina ureae	1571	species	13511270	746	507	0.0
Clavibacter	1573	genus	0	27	0	0.0
Leifsonia xyli	1575	species	2955779	842	649	0.0
Lactobacillus	1578	genus	0	86	3	0.0
Lactobacillus acidophilus	1579	species	3320069	165	125	0.0
Lactobacillus brevis	1580	species	9670136	304	252	0.0
Lactobacillus buchneri	1581	species	2575738	125	91	0.0
Lactobacillus casei	1582	species	3387814	316	124	0.0
Lactobacillus delbrueckii	1584	species	3060772	633	523	0.0
Lactobacillus helveticus	1587	species	4574199	441	269	0.0
Lactobacillus pentosus	1589	species	7259819	150	126	0.0
Lactobacillus plantarum	1590	species	18867430	1041	463	0.0
Lactobacillus gasseri	1596	species	1991760	392	291	0.0
Lactobacillus paracasei	1597	species	6061369	306	148	0.0
Lactobacillus reuteri	1598	species	2708381	522	404	0.0
Lactobacillus sakei	1599	species	7407698	304	216	0.0
Lactobacillus acetotolerans	1600	species	1704859	119	90	0.0
Lactobacillus agilis	1601	species	2187209	110	93	0.0
Lactobacillus alimentarius	1602	species	2401923	193	140	0.0
Lactobacillus amylophilus	1603	species	1610352	71	46	0.0
Lactobacillus amylovorus	1604	species	2082540	200	139	0.0
Lactobacillus coryniformis	1610	species	3045091	230	183	0.0
Lactobacillus farciminis	1612	species	2551839	276	182	0.0
Lactobacillus fermentum	1613	species	4244318	179	150	0.0
Lactobacillus ruminis	1623	species	2066652	88	76	0.0
Lactobacillus salivarius	1624	species	4242445	719	605	0.0
Lactobacillus sanfranciscensis	1625	species	1375770	169	136	0.0
Listeria	1637	genus	0	20	0	0.0
Listeria ivanovii	1638	species	5161398	450	321	0.0
Listeria monocytogenes	1639	species	6645727	811	623	0.0
Listeria seeligeri	1640	species	2797636	215	118	0.0
Listeria innocua	1642	species	3093113	209	89	0.0
Listeria welshimeri	1643	species	2814133	235	151	0.0
Renibacterium salmoninarum	1646	species	3155250	93	67	0.0
Erysipelothrix	1647	genus	0	5	0	0.0
Erysipelothrix rhusiopathiae	1648	species	2398466	153	108	0.0
Corynebacteriaceae	1653	family	0	25	0	0.0
Actinomyces	1654	genus	0	28	0	0.0
Trueperella pyogenes	1661	species	3453353	152	119	0.0
Arthrobacter	1663	genus	0	26	0	0.0
Bifidobacterium	1678	genus	0	41	3	0.0
Bifidobacterium adolescentis	1680	species	3233293	181	126	0.0
Bifidobacterium bifidum	1681	species	2658036	255	153	0.0
Bifidobacterium angulatum	1683	species	2043306	153	114	0.0
Bifidobacterium asteroides	1684	species	2178836	170	112	0.0
Bifidobacterium breve	1685	species	8960237	426	247	0.0
Bifidobacterium catenulatum	1686	species	2079525	83	29	0.0
Bifidobacterium coryneforme	1687	species	1755151	56	11	0.0
Bifidobacterium dentium	1689	species	2636018	272	206	0.0
Bifidobacterium indicum	1691	species	1734546	123	57	0.0
Bifidobacterium pseudolongum	1694	species	2006319	294	216	0.0
Brevibacterium	1696	genus	0	1	0	0.0
Corynebacterium ammoniagenes	1697	species	2799225	92	82	0.0
Brevibacterium linens	1703	species	8072179	536	378	0.0
Corynebacterium stationis	1705	species	8587058	131	94	0.0
Cellulomonas	1707	genus	0	15	0	0.0
Cellulomonas fimi	1708	species	4266344	555	452	0.0
Cellulosimicrobium cellulans	1710	species	4799856	717	534	0.0
Cellulomonas flavigena	1711	species	4123179	657	522	0.0
Corynebacterium	1716	genus	0	110	14	0.0
Corynebacterium diphtheriae	1717	species	2795732	223	191	0.0
Corynebacterium glutamicum	1718	species	8764702	600	267	0.0
Corynebacterium pseudotuberculosis	1719	species	10586046	178	129	0.0
Corynebacterium callunae	1721	species	2928683	166	119	0.0
Corynebacterium variabile	1727	species	3433007	470	333	0.0
Eubacterium	1730	genus	0	1	0	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	162	117	0.0
Eubacterium limosum	1736	species	6444938	454	378	0.0
Thermodesulfobacterium	1740	genus	0	2	0	0.0
Thermodesulfobacterium commune	1741	species	1764045	151	122	5.84055e-101
Propionibacterium	1743	genus	0	1	0	0.0
Propionibacterium freudenreichii	1744	species	9202046	1130	296	0.0
Cutibacterium acnes	1747	species	3569285	146	109	0.000525425
Acidipropionibacterium acidipropionici	1748	species	9146044	459	349	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	216	140	0.0
Thermoanaerobacter	1754	genus	0	71	38	0.0
Actinobacteria	1760	class	0	1053	15	0.0
Mycobacteriaceae	1762	family	0	28	0	0.0
Mycobacterium	1763	genus	0	569	211	0.0
Mycobacterium avium	1764	species	8605876	1983	730	0.0
Mycobacterium bovis	1765	species	7270386	470	7	0.0
Mycobacterium fortuitum	1766	species	6254616	364	64	0.0
Mycobacterium intracellulare	1767	species	6766463	293	59	0.0
Mycobacterium kansasii	1768	species	6489764	438	331	0.0
Mycobacterium leprae	1769	species	3268137	66	53	0.0
Mycobacterium phlei	1771	species	5349645	654	495	0.0
Mycobacterium smegmatis	1772	species	20962296	517	388	0.0
Mycobacterium tuberculosis	1773	species	26102334	538	59	0.0
Mycobacterium chelonae	1774	species	5029817	520	291	0.0
Mycobacterium marinum	1781	species	6555333	882	476	0.0
Mycobacterium terrae	1788	species	4532317	349	227	0.0
Mycobacterium aurum	1791	species	6038730	907	678	0.0
Mycobacterium neoaurum	1795	species	5421267	328	0	0.0
Mycobacterium thermoresistibile	1797	species	4950685	332	250	0.0
Mycobacterium chubuense	1800	species	6342624	570	436	0.0
Mycobacterium gilvum	1804	species	5883060	807	548	0.0
Mycobacterium ulcerans	1809	species	5936029	438	175	0.0
Mycobacterium vaccae	1810	species	6235754	601	404	0.0
Amycolatopsis	1813	genus	0	41	4	0.0
Amycolatopsis methanolica	1814	species	7237391	637	467	0.0
Nocardia	1817	genus	0	67	0	0.0
Rhodococcus	1827	genus	0	236	38	0.0
Rhodococcus fascians	1828	species	5502110	427	189	0.0
Rhodococcus rhodochrous	1829	species	5274756	522	195	0.0
Rhodococcus ruber	1830	species	11441518	818	489	0.0
Rhodococcus erythropolis	1833	species	6734667	729	372	0.0
Saccharopolyspora	1835	genus	0	3	0	0.0
Saccharopolyspora erythraea	1836	species	8212805	752	592	0.0
Nocardioides	1839	genus	0	69	0	0.0
Pseudonocardia	1847	genus	0	61	1	0.0
Actinopolyspora	1849	genus	0	1	0	0.0
Saccharomonospora	1851	genus	0	1	0	0.0
Saccharomonospora viridis	1852	species	4308349	415	328	0.0
Frankia	1854	genus	0	15	0	0.0
Frankia alni	1859	species	7497934	2034	1217	0.0
Geodermatophilus	1860	genus	0	1	0	0.0
Geodermatophilus obscurus	1861	species	5322497	685	493	0.0
Dermatophilus congolensis	1863	species	2627820	325	258	0.0
Actinoplanes	1865	genus	0	39	0	0.0
Actinoplanes missouriensis	1866	species	8773466	857	621	0.0
Micromonospora	1873	genus	0	12	0	0.0
Streptomyces	1883	genus	0	1186	284	0.0
Streptomyces albus	1888	species	15352626	2818	1546	0.0
Streptomyces ambofaciens	1889	species	8265737	1457	799	0.0
Kitasatospora aureofaciens	1894	species	7076402	1175	864	0.0
Streptomyces clavuligerus	1901	species	7590758	985	701	0.0
Streptomyces coelicolor	1902	species	9054847	5209	2820	0.0
Streptomyces glaucescens	1907	species	7623774	1225	870	0.0
Streptomyces globisporus	1908	species	7783599	913	550	0.0
Streptomyces griseus	1911	species	8545929	898	533	0.0
Streptomyces hygroscopicus	1912	species	10752945	3538	2113	0.0
Streptomyces lavendulae	1914	species	8932792	1304	795	0.0
Streptomyces lincolnensis	1915	species	10319054	1812	972	0.0
Streptomyces lividans	1916	species	8345283	1303	729	0.0
Streptomyces reticuli	1926	species	9336224	1241	564	0.0
Streptomyces scabiei	1930	species	10148695	1609	979	0.0
Streptomyces violaceoruber	1935	species	7916045	879	573	0.0
Streptomyces albireticuli	1940	species	8144417	1024	767	0.0
Streptomyces peucetius	1950	species	8023114	761	533	0.0
Streptomyces chartreusis	1969	species	17966634	817	567	0.0
Streptomyces noursei	1971	species	9815884	1332	617	0.0
Streptosporangium	2000	genus	0	9	0	0.0
Streptosporangium roseum	2001	species	10369518	1545	1144	0.0
Streptosporangiaceae	2004	family	0	9	0	0.0
Thermobispora bispora	2006	species	4189976	392	317	0.0
Thermomonosporaceae	2012	family	0	5	0	0.0
Nocardiopsis	2013	genus	0	5	0	0.0
Nocardiopsis dassonvillei	2014	species	9885199	1079	837	0.0
Thermomonospora	2019	genus	0	1	0	0.0
Thermomonospora curvata	2020	species	5639016	610	444	0.0
Thermobifida fusca	2021	species	3642249	196	141	0.0
Kibdelosporangium	2029	genus	0	2	0	0.0
Microbacterium testaceum	2033	species	3982034	411	282	0.0
Curtobacterium	2034	genus	0	15	0	0.0
Actinomycetales	2037	order	0	2	0	0.0
Tropheryma	2038	genus	0	2	0	0.0
Tropheryma whipplei	2039	species	926620	36	31	0.0
Aeromicrobium	2040	genus	0	2	0	0.0
Aeromicrobium erythreum	2041	species	3629239	449	349	0.0
Pimelobacter	2044	genus	0	8	0	0.0
Pimelobacter simplex	2045	species	5637360	839	621	0.0
Rothia dentocariosa	2047	species	2506025	83	62	0.0
Actinomycetaceae	2049	family	0	7	0	0.0
Mobiluncus curtisii	2051	species	2146480	185	132	0.0
Gordonia	2053	genus	0	6	0	0.0
Gordonia bronchialis	2054	species	5290012	609	493	0.0
Gordonia terrae	2055	species	5701501	396	266	0.0
Sphaerobacter	2056	genus	0	2	0	0.0
Sphaerobacter thermophilus	2057	species	3993764	546	399	0.0
Tsukamurella	2060	genus	0	4	0	0.0
Tsukamurella paurometabola	2061	species	4479724	523	391	0.0
Streptomycetaceae	2062	family	0	299	0	0.0
Kitasatospora	2063	genus	0	41	0	0.0
Kitasatospora setae	2066	species	8783278	2265	1422	0.0
Pseudonocardiaceae	2070	family	0	103	0	0.0
Saccharothrix	2071	genus	0	5	0	0.0
Mycoplasmatales	2085	order	0	85	0	0.0
Mycoplasmataceae	2092	family	0	26	0	0.0
Mycoplasma	2093	genus	0	75	11	0.0
Mycoplasma arginini	2094	species	678592	188	121	0.0
Mycoplasma capricolum	2095	species	1777990	306	122	0.0
Mycoplasma gallisepticum	2096	species	969960	327	208	0.0
Mycoplasma genitalium	2097	species	579782	101	52	0.0
Mycoplasma hominis	2098	species	1175995	340	267	0.0
Mycoplasma hyopneumoniae	2099	species	917129	1030	891	0.0
Mycoplasma hyorhinis	2100	species	836420	191	156	0.0
Mycoplasma mycoides	2102	species	2100167	499	330	0.0
Mycoplasma pneumoniae	2104	species	2179475	127	57	0.0
Mycoplasma leachii	2105	species	1008951	269	100	0.0
Mycoplasma pulmonis	2107	species	963879	277	203	0.0
Mycoplasma synoviae	2109	species	822985	136	75	0.0
Mycoplasma agalactiae	2110	species	942070	191	116	0.0
Mycoplasma arthritidis	2111	species	820453	75	61	0.0
Mycoplasma bovigenitalium	2112	species	853553	181	146	0.0
Mycoplasma californicum	2113	species	796464	132	110	0.0
Mycoplasma fermentans	2115	species	1048137	196	162	0.0
Mycoplasma mobile	2118	species	777079	223	140	0.0
Mycoplasma putrefaciens	2123	species	846299	187	134	0.0
Mycoplasma flocculare	2128	species	778866	130	98	0.0
Ureaplasma	2129	genus	0	2	0	0.0
Ureaplasma urealyticum	2130	species	874478	224	156	0.0
Spiroplasmataceae	2131	family	0	6	0	0.0
Spiroplasma	2132	genus	0	41	8	0.0
Spiroplasma citri	2133	species	1640878	244	147	0.0
Spiroplasma monobiae	2136	species	891575	150	106	0.0
Spiroplasma apis	2137	species	1160554	167	121	0.0
Spiroplasma clarkii	2139	species	1560007	201	161	0.0
Spiroplasma mirum	2144	species	2265199	110	0	0.0
Spiroplasma taiwanense	2145	species	1086278	346	284	0.0
Acholeplasmataceae	2146	family	0	4	0	0.0
Acholeplasma	2147	genus	0	7	0	0.0
Acholeplasma laidlawii	2148	species	1496992	196	143	0.0
Mesoplasma entomophilum	2149	species	1695933	169	58	0.0
Mesoplasma florum	2151	species	2382286	512	332	0.0
Methanobacteriales	2158	order	0	5	0	0.0
Methanobacteriaceae	2159	family	0	3	0	0.0
Methanobacterium	2160	genus	0	6	0	0.0
Methanobacterium formicicum	2162	species	7422571	174	162	0.0
Methanobrevibacter	2172	genus	0	7	0	0.0
Methanobrevibacter smithii	2173	species	1829352	258	227	0.0
Methanohalophilus mahii	2176	species	2012424	104	87	0.0
Methanohalophilus halophilus	2177	species	2022959	76	59	0.0
Methanothermus fervidus	2180	species	1243342	146	126	0.0
Methanococcales	2182	order	0	5	0	0.0
Methanococcaceae	2183	family	0	5	0	0.0
Methanococcus vannielii	2187	species	1720048	155	139	0.0
Methanococcus voltae	2188	species	1936387	606	561	0.0
Methanotorris igneus	2189	species	1854197	165	148	0.0
Methanocaldococcus jannaschii	2190	species	1739927	154	125	0.0
Methanomicrobiales	2191	order	0	8	0	0.0
Methanocorpusculum	2192	genus	0	15	0	0.0
Methanomicrobiaceae	2194	family	0	19	0	0.0
Methanoculleus marisnigri	2198	species	2478101	143	92	0.0
Methanospirillum	2202	genus	0	15	0	0.0
Methanospirillum hungatei	2203	species	3544738	93	90	0.0
Methanosarcinaceae	2206	family	0	5	0	0.0
Methanosarcina	2207	genus	0	1	1	0.0
Methanosarcina barkeri	2208	species	4650840	1249	1069	0.0
Methanosarcina mazei	2209	species	4120463	832	728	0.0
Methanosarcina thermophila	2210	species	3127379	243	149	0.0
Methanosarcina acetivorans	2214	species	5751492	189	154	0.0
Methanosarcina vacuolata	2215	species	4563885	225	50	0.0
Methanothrix soehngenii	2223	species	3026645	183	156	0.0
Methanococcoides methylutens	2226	species	2394636	269	86	0.0
Archaeoglobus fulgidus	2234	species	2247343	68	61	0.0
Halobacteriales	2235	order	0	12	0	0.0
Halobacteriaceae	2236	family	0	3	0	0.0
Haloarcula	2237	genus	0	5	0	0.0
Haloarcula marismortui	2238	species	4274642	154	80	0.0
Halobacterium	2239	genus	0	23	0	0.0
Halobacterium salinarum	2242	species	2619893	277	200	0.0
Haloferax volcanii	2246	species	4012900	966	611	0.0
Halorubrum lacusprofundi	2247	species	3692576	294	224	0.0
Haloferax	2251	genus	0	22	0	0.0
Haloferax mediterranei	2252	species	3904707	298	224	0.0
Natronomonas pharaonis	2257	species	2749696	195	156	0.0
Pyrococcus	2260	genus	0	2	0	0.0
Pyrococcus furiosus	2261	species	1909041	55	45	0.0
Thermococcus	2263	genus	0	5	1	0.0
Thermococcus celer	2264	species	1866819	68	57	0.0
Thermococcus litoralis	2265	species	2215172	63	56	0.0
Thermoproteaceae	2267	family	0	2	0	0.0
Thermofilum	2268	genus	0	5	0	0.0
Thermofilum pendens	2269	species	1813393	63	57	0.0
Thermoproteus tenax	2271	species	1841542	54	47	0.0
Desulfurococcus	2273	genus	0	1	0	0.0
Desulfurococcus mucosus	2275	species	1314639	31	31	0.0
Pyrobaculum islandicum	2277	species	1826402	42	39	0.0
Staphylothermus	2279	genus	0	4	0	0.0
Staphylothermus marinus	2280	species	1570485	787	701	0.0
Sulfolobus acidocaldarius	2285	species	4454747	94	89	0.0
Sulfolobus solfataricus	2287	species	5625717	139	107	0.0
Desulfobacterium	2295	genus	0	1	0	0.0
Desulfobacterium autotrophicum	2296	species	5657782	239	183	0.0
Thermoplasma	2302	genus	0	4	0	0.0
Thermoplasma acidophilum	2303	species	1564906	25	14	0.0
Pyrodictiaceae	2307	family	0	4	0	0.0
Methanosphaera stadtmanae	2317	species	1767403	237	205	0.0
Methanohalobium evestigatum	2322	species	2406232	808	717	0.0
Thermoanaerobacter kivui	2325	species	2397824	155	90	0.0
Halanaerobium	2330	genus	0	4	0	0.0
Halanaerobium praevalens	2331	species	2309262	453	318	0.0
Thermotoga	2335	genus	0	7	6	0.0
Thermotoga maritima	2336	species	5599391	69	38	0.0
Thermotoga neapolitana	2337	species	1884562	31	10	0.0
Haliscomenobacter hydrossis	2350	species	8771651	1389	1178	0.0
Flexistipes sinusarabici	2352	species	2526590	433	358	0.0
Desulfomonile	2357	genus	0	1	0	0.0
Desulfomonile tiedjei	2358	species	6527027	311	242	0.0
Xylella	2370	genus	0	4	0	0.0
Xylella fastidiosa	2371	species	4733624	5448	3726	0.0
Thermotogales	2419	order	0	7	0	0.0
Thermosipho africanus	2421	species	2016657	346	265	0.0
Fervidobacterium	2422	genus	0	1	0	0.0
Fervidobacterium islandicum	2423	species	2237377	124	108	0.0
Fervidobacterium nodosum	2424	species	1948941	252	202	0.0
Teredinibacter turnerae	2426	species	5193164	528	396	0.0
